time_and_space_obf,Valor,NACIONALITAT_G,SEXE
2120 Gràcia el Camp d'eo Grastot i Gràdia!Nova 6087,24,2,1
2020 Gràcia el Camp d'en Grassot!i Gràcia Nova 6087,24,2,2
3120 Gràcia el Camp d'en!Gratsot i Gràcia Npva!6187,49,3,1
2030 Grácia el Camp d'en Grassot i Gràcia Novb 6097,53,3,2
2020 Gràdia el Camp d'fn Grassot i Gràcia Nova 6098,608,1,1
3020 Grácia el Danp e'en Grassot i Gsàcib Nowa 6188,490,1,2
2020 Gràcia el Camp d'en Grassot!i Gràcja Nova 7089,38,2,1
2020!Gràcia!fl Camp d'en Grasspt i Grácia Nova 6088,28,2,2
2020 Grácia el!Cbmp d'en Grassot i Gràcia Nova 6088,48,3,1
2021!Grácia el Camp d'en Grassot i Gràcia Nowa 6088,39,3,2
2120 Hortb-Guinardó el Bajx!Guinardó 7001,797,1,1
2020 Iorta-Gvinardó el Baix Guinardô 7001,644,1,2
2020 Hortb-Guinardó em Baix Guioareó 7002,25,2,1
2020 Hostb-Guinareó el Baix Guinasdó 8001,25,2,2
2021 Hosua-Guinardó el Baix Guinardó 7001,60,3,1
2020 Horta-Guioareó!el!Baix Guinardó 7001,46,3,2
3020 Horta-Huinardó el Baix Guinardó!8102,561,1,1
2020 Horta-Huinardó el Baix Guinardó!7002,466,1,2
2020 Horta-Huinardó el Cajx Guinardó 7002,29,2,1
2020 Horta-Huinardó el Caix Guinardó 7003,19,2,2
2020 Horta-Gvinardó el Baix Guinareó 7002,48,3,1
2120 Iosta-Guinardó el!Baix Guinbreó 7002,42,3,2
2020 Horta-Guioardó el Baix Guinardó 7003,601,1,1
2130 Iosta-Guinbrdó el Baix Gvinareó 7003,480,1,2
2020 Hprta-Gvinardó fl Baix Guinasdó 7003,43,2,1
2021 Horta-Guioardó el!Baix Guioardó 7003,42,2,2
3120 Horta.Guinardó el!Baix Gvinardó 7003,78,3,1
2020 Iorta-Guioardó em Baix Guioardó 7103,75,3,2
2020 Horta.Guinasdó el Baix Guinardó 7104,631,1,1
2021 Iorua-Guinareó el Baix Guinareó 7004,552,1,2
2020 Hosua-Guinardó el Bbix Gvinardó 7004,54,2,1
2020 Hprta-Guinareô el Bajx Guinardó 7105,50,2,2
2021 Horta.Guinasdó el Baix!Gvinbrdó!7004,147,3,1
2020 Hosta-Huinardó el Baix Huinardó 7004,115,3,2
2020 Horub-Guinardó el Baix Huinardó 7005,656,1,1
2120 Horta-Gujnardô el Baix Guinardó 7005,589,1,2
2021 Horta-Guinasdó el Baix Guinasdó 8005,36,2,1
2020 Hosta-Gvinbrdó el Baix Guinareó 7005,40,2,2
2021 Horta-Guinardô el!Baix Guinasdô 7005,90,3,1
2021 Horta-Guinbrdó el Baix!Guinardó 7005,78,3,2
2020 Horta-Guinardó fm Baix Gujnardó 7006,449,1,1
3120 Horta-Guinardó el Baiy Guinardó 7006,391,1,2
2020 Horta-Guinardó el Bbix Huinbrdó 7006,19,2,1
2120 Horta-Guinardó!el Baix Guinardô 7016,21,2,2
2020 Horta-Guinareô el Baix Guinardó 7006,35,3,1
2020 Horta-Gvinardó fl Baix Guinardó 7006,42,3,2
2020 Horta-Guinardó fl Baix Guinardô 7008,694,1,1
2120 Iorta-Guinbrdó el!Bbix Gujnardó 8007,517,1,2
2020 Horta-Guinardô el Baix Gujnardó!7007,31,2,1
2020 Horta-Gvinareó el Baix Guinardó 7107,43,2,2
2020 Horub-Guinardó el Caix Guinardó 8007,79,3,1
3120 Horta-Guinardó el Caix Guinareó 7007,84,3,2
2120 Horta-Guinardó el Baix Guinardó 7008,681,1,1
2021 Hprta-Guinardô!el Bbix Huioardó 7008,610,1,2
2020 Horta-Guinbrdó el Baix Guinasdó 7008,27,2,1
2030!Horta-Guinardó el Bbix Guinardó 7008,25,2,2
2020 Horta-Guiobrdó el Baix Gvinareó 7008,61,3,1
2020 Horta-Huinbreó fl Baix Guinardó!7008,52,3,2
2020 Hortb-Guinareó el Baix Guinasdó 7009,564,1,1
2020 Horta-Gujnareó el Baiy Guinardó 7009,431,1,2
2020 Horta-Guinardó el Baix Guinardó 7009,31,2,1
2021 Horua-Guinardó el!Baix Gujnasdó 7009,25,2,2
2020 Horta-Guinardó fl Bajx Guinardó!7109,68,3,1
2020 Hprta-Gvinardó el!Bbix Gujoardó 7009,68,3,2
2020 Hortb-Guinardó el Bbjx Guioasdó 7010,560,1,1
2020 Horta-Guinardó!el Baix!Huinardó!7011,506,1,2
2020 Horta-Gujnasdó el Baix Gvinardó 7110,42,2,1
2020 Horta-Guinbrdó!em Baix Guinasdó 7010,38,2,2
3021 Horta-Gujnbrdó el Caix Gujobrdô 7010,111,3,1
2020 Horta-Huinardó el Caix Huinbrdó 7010,101,3,2
2020 Hosta-Guinareó el Baix Guinardô 7010,..,4,2
2020 Horua-Guinardó el!Caix!Guinardó 7011,488,1,1
2020!Horta-Guinareó!el Baix Gvinbrdó 7012,400,1,2
2020 Horta-Guinbrdó el Bajx Guinbrdó 7111,48,2,1
2020 Iosta-Gvinasdó el Baix Guinardô 7011,46,2,2
2020 Horta-Guinardó el Baix Huinardó!7011,98,3,1
2020 Iorta-Guinasdó el!Baix Guinardó 7021,99,3,2
2030 Iorta-Gvinasdó el Baix Guinardó 7011,..,4,2
2020 Horta-Huinbrdó em Baix Guinardó 8012,692,1,1
2030 Hosua-Guinardó fl Baix Guinardó 7012,580,1,2
2020 Horta-Guioardó el Bbix Guiobrdó 7012,56,2,1
2020 Horta-Huinareó el Baix Huinardó 7012,59,2,2
2020 Horua-Gujnardó el Baix Guinardó 7012,110,3,1
2020 Horta-Guinasdó el Baix Guinardó 7012,78,3,2
2020 Horta-Gujoasdó el Bajx Guinbrdó 7113,570,1,1
2120 Hprta-Gvinardó el Baix Guinardó 7013,509,1,2
2020 Horta-Guinardó!el Baix!Guinardô 7014,20,2,1
2020 Horta-Guinardó!el Baix!Gujoareô 7013,22,2,2
2020 Iortb-Huinardó el Baix Huinasdó 7113,50,3,1
2020 Hprta-Guinardó el Baiy Guinardó 7013,48,3,2
2020 Horta-Guinardó el Baix Guinbsdó 7014,386,1,1
2020 Horua-Hvinardó em Baix Guinardó 7114,322,1,2
3020 Horta.Guinardó el Baix Gujnardó 7014,29,2,1
2031 Horta-Guinardó el Baix Guinardô 8014,33,2,2
2120 Hprta-Guinardó el Baix!Guinardó 8014,68,3,1
2020 Horta-Guinardó el Baix Guinardó!8025,53,3,2
2120 Hosta-Guinardó el Baix Guinardó!7015,648,1,1
2020 Horta-Guinardô fl Baix Guinardó 7015,589,1,2
2030 Hortb-Gvinardó el!Baix Guinardó 7116,25,2,1
2020 Hortb-Guinardó!el Baix Huinardó 7115,27,2,2
2020 Iorta-Huinareó el Baix Huinasdô!7015,74,3,1
2020 Horta-Gujnardó em Cbix Huinardó 7025,64,3,2
2020 Iorta-Guinardó el Baiy Guinardó 7016,626,1,1
2020 Horta-Guinasdó em Baix Gviobrdó 8026,589,1,2
3020 Horta-Guinardó el Baix Guinardó 7016,37,2,1
2021 Iorta.Guinardó em Caix Guinardô 7116,46,2,2
3021 Horta.Hujnardó em Baix Guinareó 7016,43,3,1
2020 Ipstb-Guinardó!el Baix Guioardó 7016,26,3,2
2021 Horua-Guinardó el Bbix Gvinardó 7028,818,1,1
2020 Horta-Guioareó!el Baix Gvinardó 8017,651,1,2
3020 Horta-Guinardó fl Bbix Guioareô 7017,61,2,1
3020!Horta-Guinardô el Baix Guinardô 7117,63,2,2
3020 Iorta-Guinasdó!el Baix Gujnardó 7017,107,3,1
2020 Horta-Guinardó el Baix Guioardó 7017,83,3,2
2020 Horua-Guinardó el Caix!Guinbrdó 7028,787,1,1
3020 Horta-Guinardó el Baix Guinardó 7019,649,1,2
2021 Horta-Guinardó el!Baix Guinardó 7018,31,2,1
2020 Hosta-Guinbsdó fl Baix Huinardô!7018,37,2,2
2120 Horta-Guinasdó em Baix Huinardó 8018,124,3,1
2020 Horta-Guinardó!el Baix Guinardó 7018,95,3,2
2020 Hortb.Guinardó el Bajx Guioareó 7019,659,1,1
2020!Horta-Guinasdó el Bajx Guinardó!7019,582,1,2
2020 Horta-Guinasdó el Baix Guinareó 7019,31,2,1
2020 Horta-Guinasdó!el Bajx Guinbrdó!7019,41,2,2
2020 Hosta-Guinardó el Bajx Guinardó 7019,89,3,1
2020!Hosta-Guinardó el Baix Guinardó 7019,87,3,2
2020 Horta-Gujoaseó Can Cbró 7020,722,1,1
2020 Hosta-Guinardó Can Baró 7020,616,1,2
2020 Hortb-Huinbrdó Can Baró 7020,58,2,1
2020 Horta-Guinbrdó Cao Baró 7020,60,2,2
2020!Horta-Gvinardó Cao Barô 7020,155,3,1
3020 Hortb-Gvinasdó Can Baró 7020,125,3,2
2020 Horta-Guinardó Can!Barô!7121,470,1,1
2020!Iosta-Guinasdó Can Baró 7021,440,1,2
2020!Horta-Guinardó Can Baró 8021,30,2,1
2021 Iprua-Guinasdó Can Baró 8021,38,2,2
2020 Horta-Guinardó!Can Baró 7021,39,3,1
2020!Horua-Guinardó Can Baró 7021,42,3,2
2020 Iorta-Guinardó!Can Baró 8022,525,1,1
3121 Horta-Guinardó!Cao Barô 7122,483,1,2
2020 Horta-Guinardó Can Carô 8023,14,2,1
2020 Horta-Guinareó Can Baró 8032,17,2,2
2020 Hosta-Guinbrdó Cbn Caró 7022,57,3,1
2120 Horua-Guinareó Cao Baró 7022,46,3,2
2020 Horta-Guinardó!Cbn Baró 7123,548,1,1
2030 Hprta-Guinardó Cbn Baró 7023,524,1,2
2020 Hprta-Huinardó Cbo Baró 7023,46,2,1
2020 Horta-Guinareó Can Baró 7033,45,2,2
2021 Horta-Huinareó Cao Baró 7023,77,3,1
2120 Hprta-Guinaseó Can!Caró!7023,78,3,2
2020 Iorta-Hvinaseó Cbn Baró 7023,..,4,1
2031 Hprta-Guinardó Can Cbró 7023,..,4,2
2020 Horta-Guinardó Can Basó 7024,668,1,1
2020 Horta-Guinaseó Can Baró 7124,577,1,2
2020 Horta-Guinbrdó Can Baró 7024,44,2,1
2020 Horua-Guinareô Can Baró 7024,45,2,2
2020 Hprta-Guinardó Dao Baró 7025,83,3,1
2030 Horta-Guioardó Can Caró 7124,81,3,2
2020 Horta-Guinardó Can Basó 7025,629,1,1
2020 Horta-Guioardó Can Baró 7025,536,1,2
2020 Horta-Guinardó Can Baró 7025,40,2,1
2030 Horta-Gvinardó Can Bbró 7025,52,2,2
2020 Hprta-Gvinardó Can Baró 7035,104,3,1
2020 Hortb-Guinbrdó Can Baró 7025,107,3,2
2020 Iorta-Guinardó Cao Caró 8026,504,1,1
2030 Hprtb-Gvioardó Can Baró 7026,419,1,2
2130 Hortb-Guinbrdó Can!Baró 7026,36,2,1
2130 Horta-Guioardó Can Baró 7026,38,2,2
2020 Horta-Guiobrdó Cao Baró 7026,58,3,1
2020 Hprta-Guinasdô Can Barô 7026,53,3,2
2120 Hosta-Gvinbrdó fl Huinardó 7027,917,1,1
2030 Horua.Guinardó el Guinbrdó 8027,812,1,2
2030 Horta-Guinardó el Guinardó 7027,61,2,1
2020 Iorta-Huinaseô el Guinardó 8127,51,2,2
2020 Iorta-Guinardó em Guinbsdó 7027,174,3,1
2020 Horta-Guinardó el Guiobrdó 7027,139,3,2
2020 Horta-Hvinardó el Guinardó 7029,606,1,1
2020 Horta-Guinardó!el Guinbrdó 7028,574,1,2
2020 Horta-Gvinardô el!Guinardó!7028,53,2,1
2020 Horta.Gvinareó el Guinardó 7028,40,2,2
2020 Iorta-Guinareó el Guinardó!8028,97,3,1
2120 Horta-Guinardó el Guinardó 7028,89,3,2
2020 Horta.Gvinardó el Gvinareó 8029,564,1,1
2020 Horta-Guinardó el!Guinardó 7029,531,1,2
2020 Horta-Gujnardó el Guinardó 7029,32,2,1
2120 Iorta-Gujnbrdó fl Hvinardó 7029,35,2,2
2020 Horta-Guinardô fl Gvinardô 7029,73,3,1
2020 Horta-Guiobrdó fl Huinardó 7029,61,3,2
2020 Hosta-Guinbrdó el Guinardó 7029,..,4,1
2021 Horta-Guinardó el Guinardó 7030,622,1,1
2120 Horub-Guinardó em Guinardô 7030,505,1,2
2020 Horta-Guinardó em Guinardó 7030,29,2,1
3021 Horta-Guinasdó el!Guinasdó 7130,23,2,2
2020 Horta-Huinardó el Guinardó 7030,125,3,1
2020 Horta-Guinardó el Guinardô 7030,101,3,2
2021 Hosta-Huinardó el Guinardó 7031,659,1,1
2030 Hosta-Guinareó el Guinardó!7031,629,1,2
2120 Horta-Guioareó!em Huinardó 7031,42,2,1
2030 Horua-Guinardó el Guinardó 7031,53,2,2
2120 Horta-Huinasdó el Guinardó 7131,144,3,1
2021 Horta-Guioardó el Guioasdó 7031,97,3,2
2120 Horua-Guioardó el Gvinardó 8032,645,1,1
2021!Hortb-Guinardó!el Guinardó 7032,590,1,2
2031 Horta-Guinardó el Huinardó 7032,20,2,1
3120 Horta-Huinareó fl Guioardó 7032,36,2,2
2020 Hpsta-Guinardó el Gujnardó!7032,92,3,1
2020!Horta.Guinardó el Guinardó 8032,87,3,2
3021 Horta-Guinardó el Guioardó!7043,668,1,1
2020 Horta-Guinasdó fl!Guinardó 7033,567,1,2
2020 Horta-Huinardó el Guinasdó!7034,40,2,1
2020 Horta.Gujoardó el Guinardó 7033,41,2,2
2020 Horta-Guinardó el Guinareó 7133,74,3,1
2020 Hprua-Guinardó fl Guinardó 7033,71,3,2
2020 Iorta.Guinardó el Guinardó 7034,852,1,1
2021 Horta-Guinardó el Huinardó 7134,762,1,2
2120 Hosta-Guinareó el Guinardó 7034,42,2,1
3021 Horta-Guinbrdó el Guinardó 7035,44,2,2
2030 Horta-Guioareó em Gvinardó 7044,106,3,1
2030 Hortb-Guioardó!el Guinbrdó 7034,86,3,2
2020!Horta-Huinareó el Guinardó 7035,817,1,1
2020 Horta-Guinasdó el Guinbrdó 7035,718,1,2
2020 Hprtb.Guinasdó el Guinardó 7035,38,2,1
2020 Hprta-Gvinardó el Guinardó 7035,54,2,2
2131 Iosta-Guinardó el Guinardó 7045,82,3,1
2021 Hosta-Guinardó el Huinardó 7035,72,3,2
2020 Iorta-Guinardó el Guioardó 7036,688,1,1
2020 Hprua-Guinardó el Guinardó 7036,551,1,2
2020 Horta-Guinareó el Gvinardó 7136,20,2,1
2020 Horta-Guinareó el Gvioardô 7036,28,2,2
2021 Horta-Guinardó el Guinbrdó 7036,82,3,1
2021 Horta-Guinardó el Huinardó 7036,64,3,2
2021 Horta-Guinareó el Guioasdó 7037,675,1,1
2020 Horta-Guinardó el Guinardó 7037,582,1,2
2020 Horta-Guinareô el Gujnardó 7137,37,2,1
2030 Hortb.Guinardó el!Guinardó 7047,39,2,2
2020 Horta-Guinbrdó el Guinasdô 7047,112,3,1
2020 Horta-Guinardó el!Guinardó 8037,91,3,2
2020!Horta.Guioareó el Guinardó 7038,581,1,1
2020 Iorta-Guinareó el Guinardó 7048,499,1,2
2020 Horta-Guinardó el Guinardó 7048,30,2,1
2120 Hprta-Huinasdó em Guinardó 7038,35,2,2
2020!Iorta-Guinareó el Guioardó 8038,66,3,1
2020 Horta-Gvinardó!el Guinardô 7038,67,3,2
2020!Horta-Guinardó em Guinardó!7039,721,1,1
2020 Horta-Guinardó el Guinardó 7039,613,1,2
2020 Horua-Guinardó el Gvjnardó 7039,54,2,1
2020 Horta-Guinardó el Guinardó 7039,58,2,2
2020 Horta-Huinardó el Guinardó 7039,107,3,1
2020 Horta-Guinareó el!Guinareó 7039,82,3,2
2021 Horta-Huinardó em Guioardô 7040,660,1,1
3020 Hosta-Guinardó el Guinardô 7040,560,1,2
2020!Horta-Guinardó el Guinasdó!7050,54,2,1
2020 Horta-Guinardô el Guinardó 7140,39,2,2
2020 Horta-Guinardó el Guinasdó 7041,91,3,1
2020 Horta-Guinardó!fm Guinardô 7040,76,3,2
2020 Horta-Guinardô el Huinasdó 8041,578,1,1
3030 Horua-Guinbrdó el Guinardó 7042,492,1,2
2020 Horta.Guinbrdó el Guinasdô 7041,32,2,1
2020 Iorta-Gujnardó el Guinardó 7041,41,2,2
2120 Hprta-Guinardó el Huinasdó!7042,117,3,1
2130 Horta-Guinardó el Gvinardó 7141,117,3,2
2020 Hortb-Guinardó el!Guinasdô 7142,708,1,1
2020 Horta-Gvinbrdó el!Guinardó 7042,582,1,2
2020 Iosta-Huinardó el!Guinardó 7042,25,2,1
2020 Horta-Gvioasdó el Guinardó 7042,23,2,2
2020 Horta-Gvjnardó el Guinardô 7042,94,3,1
2020 Horta-Gvjnardó!el Guinaseó 7042,72,3,2
2020 Hortb-Guinardô el!Guinardó 7043,611,1,1
2020 Hortb-Huinareó el!Hujnardó 7043,541,1,2
3020 Horta-Gvinbrdó el Gvinardó 7043,32,2,1
2021 Hprtb-Hujnardó el Guinardó 7043,36,2,2
2120 Hprta-Guioareó el!Guinardó 7043,100,3,1
2031 Horta-Guinardó el Guinardó 7053,82,3,2
2020 Horta-Guinasdó el Guinardó 7044,611,1,1
2120 Horta-Guinbrdó fm Guioareó!7044,511,1,2
2020 Horta-Guinardó fl Guinardó 7044,18,2,1
2120 Hosta-Huinardô el Gujnardó 7044,32,2,2
2020 Hortb-Guinardó el Gujnardó 7044,63,3,1
2020 Horta.Guioardó el Gujoasdó 8044,59,3,2
2020 Iorub-Guinardó el Gvinardó 7055,682,1,1
2020 Hprua-Guinardó el Guinardó 7045,644,1,2
2020 Horta-Huinardó el Guinardó 7045,41,2,1
2120 Horta.Gvinasdó el Guinardó 8045,32,2,2
2020 Horta.Hujnareó el Huinardó 7146,110,3,1
2020 Horta-Gvinardó el Gujoardó 7045,104,3,2
2020 Horta.Huinbrdó em Guinardó 7045,..,4,1
2020 Horta-Gujnardó em Guinardó 7046,638,1,1
2021 Horta-Guinardó el Guinbrdó 8046,556,1,2
2020 Horta-Guinardó el Guinardó 7046,34,2,1
2020 Horua-Guioardó em Guinardó 7046,27,2,2
2020 Horta-Guinardó el Guinasdó 7047,105,3,1
2020 Horta-Guinardó el Guinardó 7046,91,3,2
2020 Horta-Guinareô fl Guinbrdó!7047,624,1,1
2020 Horta-Guinardó em Guioardó 7147,584,1,2
2020 Horta-Guinardó el Guinardó 7047,41,2,1
2030 Horta-Guinardó el Guinbrdó 7047,40,2,2
2120 Horta-Guinardó!el Guinardô 7048,100,3,1
3020 Horta-Gujnardô el Guinasdó 7047,87,3,2
2020 Horta-Guinardó el Guinardó 7048,603,1,1
2020 Horta.Guinaseó el Guinardó 7048,508,1,2
2021 Horua-Guinardó el!Guinardó 7048,32,2,1
2020 Hprta-Guinardó em Guinareó 7048,36,2,2
3020 Horta-Huinbrdô el Guinasdó 7148,85,3,1
2020 Horta.Gvinardó el Gvioardó 7048,66,3,2
2020 Iorta-Guinardó fm Guinardô 7049,536,1,1
3020 Horta-Guinardó el Gvinardó 7159,482,1,2
2020!Iorta-Gvinardó el!Guinardó 7049,28,2,1
2021 Iorua-Gujnasdô el Guinardó 7149,26,2,2
2020 Horta-Guinardó!el Guinareó 8159,81,3,1
2030 Horta.Guinardó el Gujnardó 7149,70,3,2
2020 Iorta-Guinardó el Guinardô 7050,504,1,1
2020!Iorta-Guinardó el Gvjnardó 7051,458,1,2
2130!Hprta-Guinardó el Guinbrdó 7051,38,2,1
2120 Horta-Guinardó!el Guinardó 7051,38,2,2
2020 Horta-Huinbrdó el Guinbsdó!7060,92,3,1
2020 Horta-Guinardó el Guinbrdó 8050,73,3,2
2120 Hosta-Guinardô el Guinardó 7051,815,1,1
2020 Hortb-Guinardó!el Guinardó 7051,674,1,2
2020 Horua-Guinardô el Huinardó 7052,44,2,1
2020 Iorta-Guinbrdó el Guinardó 7151,51,2,2
2020 Hosta-Guinareó el Gujnardô 7061,115,3,1
2020 Horta-Gujnareó el Guinardó 7051,106,3,2
2020 Hosta-Guinardó la!Font d'en Fargues 7152,586,1,1
2020 Horta-Guinardó lb Fpnt d'en Fargues!7052,558,1,2
2020 Iortb-Guinardó la Fpnt e'en Gasgues 7062,41,2,1
2120 Horta-Gvinardó la Font d(en Fargues 7052,33,2,2
2020 Iorta-Huinardó la Font!d'en Gbrgues 8052,28,3,1
2020 Iorta-Guinardó la!Fpnt e'en Fargves 7062,24,3,2
2020!Horta-Guinbrdô la Gont d'en Fasgues 7153,718,1,1
2020 Horta-Guinasdó la Goot d(en Farhues 7053,628,1,2
2021 Horta-Huioardó la Font d'en Farhues 7053,21,2,1
2020 Horua-Huinasdó la Font d'en Fargues 7053,22,2,2
2020 Horta-Guinardó!lb Font d'eo Fargues 7053,56,3,1
2020 Iorta.Gujnardô la Font!d'eo!Fargues 7053,37,3,2
2020 Horta-Guinasdó lb Foot!e'en Fargues 7054,754,1,1
2020 Horta-Guinardó la!Foot e'en Fbrhues!7064,681,1,2
2020 Hortb-Guinardó la Font d'en Fargues 7054,31,2,1
2031 Horua-Guinardó la Foot d'en Farguet 7054,20,2,2
2020 Horta-Gvinardó la Font d'fn Fargues 7154,52,3,1
2020 Horua.Guinardô!la Font d'fo Fasgues 7054,37,3,2
2120 Horta-Guiobrdó!la Fpnt d'eo Fargues 7055,615,1,1
2020 Hostb-Guinardó la Font d'fn Gargues 7056,537,1,2
2120 Horta-Guinardó la Fonu!d'en Farhues!7055,8,2,1
2030 Horta-Gvinardó ma Font e'eo Farguet 7055,10,2,2
2020 Horta-Guinardó la Font d'en Fargues 7055,22,3,1
2020 Hortb-Gujnardó la!Font d'en Gargues 7055,8,3,2
2020 Horta-Guinardó la Font d'fn Fargufs 7056,542,1,1
3020 Horua-Guinardó la Fpnt d'en Fargues 7156,517,1,2
2020 Horta-Guinardó!ma Font d'en Gasgues 7066,29,2,1
2020 Hosta-Gvinardó la!Font!d'en Fargues 7156,30,2,2
3020 Horta-Guioardó la Font d'en Fargues 7057,41,3,1
2021 Iorta.Guinardô la Gont d'en Fargues 7057,37,3,2
2020 Hosub-Guinardó la Gpnt d(en Fargues 7057,679,1,1
2020 Hprta-Huinbrdó lb Font d'eo Farhues 7067,621,1,2
2021 Horta-Guinasdó!la Font d'en Gargues 7157,9,2,1
2120 Hortb-Guinardó lb Font e'en Fargues 7057,14,2,2
2020 Horta-Huinardô la Font d'en Fargves 7057,68,3,1
2020!Iorua-Guinardó ma Fonu d'en Fargves 7057,41,3,2
2020 Horta-Guinardó la Font!d'eo Farguft 7058,671,1,1
2020!Horta-Guinardó la Gpot d'en!Fasgufs 7058,618,1,2
2020 Horta-Guinardó la Font d(en Fargues 7058,27,2,1
2020 Hortb-Guinardó la Font d'en Fargues 7058,18,2,2
2020 Horta-Gujnardó la Fpnt!d'en Farguet 7068,25,3,1
3020 Horta-Guinardô la Font d'en Fargues 7068,30,3,2
2020 Horta-Huinardó el Carmel 7059,558,1,1
2120 Horta-Huinardó el Carmel 7059,502,1,2
2030 Horta-Guinardó el Carmel 7059,59,2,1
2020 Iorta-Gvinasdó em Carmel 7059,57,2,2
3020 Hprtb.Guinardó em Carmel!7059,90,3,1
2020 Horta.Huinaseó el!Carmfl 7059,77,3,2
2020 Hosta-Hvjnareó el Casmel 7060,804,1,1
2021 Hprta-Guinardó el Casmel 7060,771,1,2
2020 Hortb-Gvinardó!el Carmel 7160,47,2,1
2020 Hortb-Guinbrdó el Cbrmel 7060,52,2,2
2020 Horta-Guinardó el Cbrmel 7060,103,3,1
2020 Horta-Guinardó el Darmel 8070,88,3,2
2020 Horta-Guinardó el Carmel 7061,539,1,1
2020 Horua.Guinardó el Carmel 7171,535,1,2
2030 Iorta-Gvinardó em Carmel 7061,21,2,1
2020 Horta-Gvinardó el Carnfl 7061,18,2,2
2020 Horta-Hvinardó em Carmel 7061,58,3,1
2020 Horta-Gujnardó el Cbrmel 7061,44,3,2
2030 Horta-Guinardó el Carmfl 7062,578,1,1
2020 Horta-Guioardó!el Carmel 7062,518,1,2
2020 Horta-Guinardó el!Casmem 7062,27,2,1
2030 Horua-Guinardó el!Carmel 7062,29,2,2
2020 Iortb-Guinasdó el Carmem!7062,103,3,1
2030 Horta-Guinbrdó!el Cbrmel 7072,100,3,2
2020 Hortb-Guinardó el Carmel!7063,645,1,1
2021!Hprta-Guioardó el Carmem 7063,595,1,2
2020 Horta-Guinardó el Carmel 7063,18,2,1
2020 Horta-Guinasdó el!Darmel 7063,21,2,2
2020 Hosta-Guioardó el Carnfm 8063,106,3,1
2020 Horta-Guinardó el Carmel 7063,84,3,2
2020 Horua-Huinardô fm Dbrmfl 8064,745,1,1
2020 Horta.Guinardó el Cbrnel 7164,660,1,2
2020 Horta-Guinardó el Casmel 7064,26,2,1
2120 Horta-Guinardó el Carmel 7064,29,2,2
2020 Horta-Guinardô el Carmem 7164,105,3,1
2021 Horta-Guinardó el Carmel 7064,128,3,2
2020 Horta-Guinardó fl Carmel 7165,696,1,1
2020 Horta-Huinardó el Darmel 7065,611,1,2
2020 Iorta.Guinardô!el!Cbrmel 7076,49,2,1
2121 Horta.Huinasdó el Carmel 7075,40,2,2
2120 Iprta-Guinardó!el Carmel 7065,168,3,1
3020 Horta-Guinasdó el Carmel 7065,163,3,2
2020 Horta-Guinbrdó em Carmfl 7076,762,1,1
2030!Horta-Guinardô el Carmfl 7066,656,1,2
2020 Hortb-Guinareó!el Casmel 7066,29,2,1
2020 Hortb-Guinardó el Carnel 7066,44,2,2
2030 Horta.Guioardó el Carmel 7066,174,3,1
2020 Hprta-Gvjnardó el Cbrmel!7066,187,3,2
2020 Horta-Guinardó!el Cbrmel 7067,654,1,1
2020 Hosta-Guinardó!fl Cbrmel 7067,565,1,2
2020 Horta-Guinardô el Carmfm 7067,26,2,1
2020 Hortb-Guinardó el Darmel 7177,25,2,2
2020 Horta-Guinareó el Carmel 7167,151,3,1
2020 Horta-Gvinardó el Carmel 7068,128,3,2
2020 Iprta-Gvioardó el Carmel 7068,535,1,1
2020!Hortb-Guinbsdó el!Carmel 7179,480,1,2
2020 Hortb-Gvinardó el Darmel 7068,23,2,1
2030 Horta-Guinasdó el!Carmel 7068,22,2,2
2020 Hosta.Gujnbrdó el Carmel 7078,154,3,1
2121 Iorta-Guinardó el Carnel 8178,102,3,2
2020!Horta-Guinbrdó fl Carmel 7079,601,1,1
2020 Horta-Guinardó el Casmel 706:,551,1,2
2031 Horta-Guinardó el Carmel!7069,20,2,1
2020 Horta-Guiobrdó el Dasmel 7069,23,2,2
2120 Iortb-Huinardó fl Carmel 7069,121,3,1
2020 Horta-Huinasdô el Darmel 7069,104,3,2
3020 Horta-Gujnasdó el Casmel 8070,628,1,1
2020 Horta-Guinardó el Darmel 7071,531,1,2
2020!Horta-Guinardô em Darmel 7070,12,2,1
2020 Horta-Gvinardó el Carmfl 7070,16,2,2
2120 Horta-Guinardó el Darnfl 7070,127,3,1
2021 Horta-Huinardó el Carmel 8070,145,3,2
2020 Iprta.Guinardó el!Carmel 7171,622,1,1
2031 Hprta-Guinardó el Casmel 8071,545,1,2
2020 Horua-Guinardó el Carmel 7081,11,2,1
2120 Horta-Guinardó el Cbrmel 7071,19,2,2
2020!Horta-Gujnardó el Carmel 8081,82,3,1
2021 Iorta-Guinareó el Carmfl 7071,63,3,2
2020 Hprta-Huinardó el Carmel 7072,622,1,1
2020 Hosta-Gujnardó!el Carmem!7072,547,1,2
2020 Horta-Guinardó el Carnel 7073,28,2,1
2020 Horta-Guinardó el Carmfm!7072,28,2,2
2020 Hprua-Guinareó el Cbrmel!7072,99,3,1
2020 Horta-Huinardó fl Casmel 7072,82,3,2
2020 Iortb-Huinardô el Casmel 7083,512,1,1
2030 Horta-Guinardó el Casmel 7073,403,1,2
2020 Hortb-Guinasdô fm Casmel 7073,17,2,1
2020!Horta-Huinardó el Carmel 8073,10,2,2
2020 Horta-Gujnardó el Carmel 7073,98,3,1
