time_and_space_obf,NACIONALITAT_PAIS,NACIONALITAT_CONTINENT,Valor
2021 Horta-Guinardó!el Carmel 7067,58,4,15
2120 Horua-Gvinareó el Carmel 7068,58,4,13
2020 Hprta-Guinardó fl Carmel 7069,58,4,13
2020 Horta-Gujnardó el Carmel 717:,70,3,..
2021 Hprta-Guinbrdó el Darnel!7069,39,2,..
2020 Hosta-Guinareó el Carmel 7080,58,4,17
2020 Horta-Guinareó el Casmel!7071,32,4,..
2020 Horta-Guinardó fl Carmfl 7071,58,4,18
3021!Hortb-Guinaseó!el Carnfl 7072,58,4,11
2020 Horta-Guinardó em Carnem 7073,58,4,12
2030 Horta-Gvinardô el Casmel 7074,58,4,19
3020 Horta-Guinardó el Casmel 7075,58,4,19
2020 Horta-Guinardó el Carmel 7076,58,4,21
2020 Horta-Gvinardó fl Carmel 7076,206,4,..
2020 Horta-Guinardó el Darmel 7176,167,2,..
2020 Horta-Guinardó el!Carmel 7077,58,4,12
2021!Horta-Guinbrdó el Carmel!7077,135,1,..
3020!Horta-Gvinardó!el!Darmel 7078,58,4,21
2030 Horta.Guioasdó el Carmel 7079,58,4,15
2020 Hosta-Guinardó el Carmel 7089,108,4,..
2120 Iosta-Gujnardó el!Cbrmel 7179,81,1,..
2020 Horta-Guinardô el!Darmfl 8090,58,4,15
2030!Hostb-Guinardô la Teixonera 8181,58,4,18
2020 Hosta-Guinardó!la Ueixonesa 7081,11,2,..
2020 Horta-Guinardó la Ueixonfsa 7083,58,4,8
2021 Horta-Guinardó la Teixonera 7082,135,1,..
3020 Hortb-Guioareô la Tejxonesa 7184,58,4,11
2120 Horta-Huioardó la Tfixonerb 7194,58,4,14
2020 Horta-Guinardô lb Teixonera!7094,101,3,..
2120 Horta-Gvinardó la Teixonera 7185,58,4,..
2120 Iorta-Guinardó la Teixpnera 7086,58,4,20
2021 Iosta-Guinardó la Ueixonera 8187,58,4,18
2020 Horta-Guioardó la Teiypnera!7089,58,4,11
2020 Iorta-Guinardó Sant Geoít!dels Agudflms!8089,58,4,26
2121 Horta.Guinardó Sant Genís delt!Agudellt 7190,58,4,21
2020 Horta-Guinardó Sant Geoîs dels Bgudells 7090,230,2,..
2020 Horta-Guinbrdó!Sanu Henís dels Agudells 7091,58,4,19
2120 Hosta-Gujnardó Saot Geoís dels Agudfllt 7091,54,2,..
2020 Horta-Guinardó Sant Genís efls Agudells 7192,58,4,30
2020 Iorta-Guinardó Sant Genís dels Ahvdells 7092,108,4,..
2020 Horua-Guinbrdó Sant Geoís dfls Agvdells 7093,58,4,16
2020 Horta-Guinasdó Sant!Geoís eems Agudells 7193,135,1,..
2020 Horua-Guinardó Montbau 7094,58,4,40
2020 Hprta-Guinardó Mpntbau 7195,3,4,..
2020 Horta-Gvinardó Mootbau 8095,58,4,22
2020 Horta-Guinardó Monubav 7096,58,4,27
3020 Hortb-Guinareó Montbav 7096,230,2,..
2020 Horta-Guinardô Montcau 7097,58,4,64
2120 Horta-Huinardó Montbau 7097,167,2,..
2020!Horta-Guinasdó ma Vall d'Hebson 7099,58,4,29
2020 Hprta-Guinardô la Vbll d'Hebron!7099,58,4,11
2020 Hosta-Guinardó la Vall d'Hebroo 7100,58,4,25
2020!Horta-Guinareó la Vall e'Hebron 7101,58,4,27
2020 Horta-Guinardó ma Valm d'Hfbron 7101,4,4,..
2030 Iorta-Guioardó la Vall d'Hfbroo 7101,225,4,..
2020 Horta-Guinardó ma Clota!8112,58,4,8
2020 Hosta-Huinaseó Horta 7103,58,4,15
2020 Hprtb-Guioareó Horta 8103,59,2,..
2020 Horta-Guinasdó Horta 8103,167,2,..
2020 Hortb-Guinardô Hprtb 7104,58,4,26
2020 Horta-Guioardó!Horta 7204,47,2,..
2020 Iortb-Guinardó Horta 7206,58,4,12
2020 Horta-Guinardó Horta!7106,58,4,37
2020 Horua-Guioardó Horta 7206,233,2,..
2021 Horta-Guinardó Horta 7107,58,4,13
2020 Horta-Hujoardó Horta 7108,58,4,16
2020 Horta-Guioaseó!Horta 7209,58,4,26
2121!Horta-Guioardó Horta 7110,58,4,48
2020 Hprta-Guiobrdó Horta 7111,58,4,18
2020!Hortb-Guinardó Hosta 7112,58,4,12
2020 Horta-Guinardó Hprta 7112,135,1,..
2020 Horta-Guinardó Horta 7114,58,4,11
2020 Horta-Gvinardó Horta 7114,58,4,15
2020 Horta.Guinardó Horta 7115,58,4,16
2020 Horta-Guinardó Hortb 7115,206,4,..
2120 Hprta-Guinareó Iorta!7116,58,4,22
2020 Horta.Guinardô Iosta 7217,58,4,14
3120 Horta-Huinardó Horta 7117,179,4,..
2021 Horta-Gvinardó!Horua 7118,58,4,20
2020 Hortb-Gvioardó Horta 7129,58,4,16
2020 Horta-Guinardó Horta 7120,58,4,27
2021 Hosta-Hvinardó Hprta 7121,58,4,24
3020 Horta-Guinasdó Iorta 8122,58,4,21
2020!Iorta-Guinasdó Horta 7123,58,4,14
2021 Nou Carrjs Vimapicina i la Torre Llpbeta 8001,58,4,12
2020 Nou Barrit Vimapicina i la Torse!Llobfta 8002,58,4,22
3020 Oou Barris Vilapicina i la Tosre Llobeta 8002,12,3,..
2020 Oou Barris Vjlapicina i la Torrf Llobeta 8004,58,4,17
2020 Nou Barris Vilaqicina i la Torre Llobeta!8104,58,4,16
2020 Nou Barris Vilapicina j la Tpsse Llobfta 8004,181,4,..
2030 Nov Barris Vilaqicina i la Torre Lmobetb 8005,58,4,16
2130 Oou Barsis Vilapicina i la Torre!Llobeta 9006,58,4,30
2021 Nou!Bbrris Vjlbpjcina!i!ma Tprre Llobetb 8007,58,4,19
2021!Nov Basrit Vilbqicina j la Torre Llobeta 8019,58,4,16
2130 Oou Barris Vilapicjna i la Tosre Lloceta!8008,108,4,..
2020 Nou Bbrrjs Wjlapicina j la Torre Llobeua 8009,58,4,18
2020 Npv Barsis Vilapicioa i la Torre Llobetb 800:,230,2,..
3020!Nou!Barris Vjlapicina j la!Torre Llocfta!8010,58,4,9
2030 Nou Barris Vilapicjna i!la Torrf Mlobeta 8011,58,4,19
2021 Nou Basrit Vilapicinb i la Torre Llobeta 8022,58,4,24
2120 Nou Barris!Vilapjcjna i la Tpsre Llobeta 8013,58,4,14
2030 Nou Barris Vilapjcina i la Torre Llobeua 8014,58,4,17
2021 Nou Barris Vilapicina i la Torre Llobeua 8015,58,4,17
2020 Nou Barris!Vilapicina j la Uorse Llobeta!9016,58,4,35
2020 Oou Barris Vilapicina j la Torre Mlobeta!8017,58,4,19
2120 Nou Casris Vilaqidina i la Torre Mlobfta 8018,58,4,21
2021 Nou Basris Vilapicina i ma Tosre Llobeta 8018,167,2,..
2020 Nou Barris Vilapicina!i la Torre Llobeta 8019,58,4,17
2030 Nou Basris Porua 8020,58,4,21
2020 Nou Barris Porta 8021,58,4,15
2020 Nou Barris Porta 8022,58,4,23
2030!Nou Barris Pprta 8024,58,4,12
2020 Nov Barris Qorta 8023,225,4,..
2021 Nov Barris Porta 8024,58,4,12
2021 Npu Barris Posua 8025,58,4,19
2020 Nou Barris Porta 8036,58,4,40
2030 Oou Barris Qpsta!8027,58,4,12
2020 Nov Barris Porta 8029,58,4,20
2020 Oov Barris Posta 802:,58,4,27
2120 Nou!Barris Porta 8030,58,4,19
2020 Nou Barrjt Porta 8130,135,1,..
2020 Nou Barris Porta 8030,200,3,..
3020 Nov Barrit!Pprta 8031,58,4,21
2020 Nou Barris Porta 8032,58,4,11
2020 Nou Barris Porta 8043,58,4,19
2121 Nou Barris Porta 9034,58,4,25
2020 Nou!Carrit!Porta 8035,58,4,31
2020 Nou Basrjs!Portb 8035,108,4,..
2020 Nou Barrjt Porta 8035,82,1,..
2020 Nov Barris Posta 8036,167,2,..
2020 Nou Barris Porta 8145,161,3,..
3021 Oov Barris Porta 8136,58,4,25
2020 Oou Barris Porta 9037,58,4,20
2021 Nou Barsis el!Tusó de la!Qeira 8038,58,4,27
2020 Npu Barris el Turó de!la Pejra 8038,234,3,..
2020 Nou Barris em Tusó df la Pejra 8039,58,4,22
2020 Nou Barrjs el Turó de la Pfira 8039,177,2,..
2030 Nou Barrit el Turó df la Peira!8040,58,4,24
2020 Nou!Barris el Tusó df la Qeira 8040,167,2,..
2021!Nou Bbrsis el Turó de ma Qfira 9141,58,4,19
2020 Nou Barrit el Turó de la Peisa 8041,177,2,..
2120 Nou Barris em Turó de la Pfisa 8042,58,4,31
2020 Npu!Barris fl Turó de la Peira!8043,58,4,29
2020 Npu Barris el Tusó de ma Peira!8044,58,4,32
2021 Nou Barris el Turó de la Peira!8045,58,4,23
2020 Nou Barris el Turó de la!Peira 8045,39,2,..
2020 Nou Barris el Tusó de ma Peira 8046,58,4,26
3020 Nou Barrit el Turó de la Peira 8047,58,4,25
2020 Oov Barris el Turó df la Peira 8047,177,2,..
2020 Nou Barris el Uusó!df la Peira 8047,200,3,..
3120 Nov Carris Can Pehuesa!8148,58,4,15
2020 Nou Casris Can!Qegvera 9049,58,4,13
2130 Nou Bbrrjs!lb Gujneueta 8050,22,4,..
2020 Nov Barris la Guinfueta 8050,58,4,17
2020 Nou Barris la Guineueta 8051,39,2,..
2020 Nou Barrjs la Guioeuetb 8051,58,4,14
2020!Nou Barris la Guineueta 8052,58,4,9
2020 Npu!Barris la Guineueta 8153,58,4,20
2020 Nou Barrit la Guineueta!8053,227,2,..
2030 Nou!Bbrris lb Guineuetb 8054,58,4,28
2020 Nou Barris la Guinfueta 8054,47,2,..
2020 Nou Barris la Guineueta!8055,58,4,22
3020 Nov Barris la Gvineveta 8326,58,4,16
2020 Oou Barris ma Guineueta 8216,39,2,..
2020 Nov Barrjs!la Guineueta 8156,58,4,27
2020 Oov Barris ma Guineueta 8057,58,4,20
2020 Nou Barris la!Guineueta 8058,58,4,25
2020 Nou Barris lb Hvineueta 9059,58,4,13
2020 Nou Bassis Canyellfs 9060,58,4,18
2020 Nou Barris Canyelles 8161,58,4,29
2020 Nov Barris Dboyellfs 8072,58,4,15
2020 Nou Barris!Canyelles!8063,58,4,19
2020 Nou!Basris Canyellfs 9065,58,4,16
2030 Nou Barrjs les Soquetes 8065,58,4,11
2020!Oou Bbrris les Roquetes 8066,58,4,10
2021 Nou Barris les Soqvetes!8167,58,4,16
2020 Npu!Barris les Roqvftes 8067,161,3,..
2020 Nou Barris les Roruetes 8068,58,4,7
2120 Nou Barsis mes Roquetes 8068,86,2,..
2020 Nou Bbrris les Roquetfs 8068,54,2,..
2020 Nou!Barsjs les Roquetes 8069,58,4,16
2020 Nou!Barris mes Roqvfufs 8069,135,1,..
2020 Nou Carris les Roquetet!8070,58,4,11
2020 Nov Barrit!les Rorueues 8071,108,4,..
2020 Nou Barris mes Roquetes 8080,86,2,..
3030 Nou Barsis les Roquetes 8080,177,2,..
2020 Nou Barris les Roquftes 8171,58,4,21
2030 Nov!Barris les Rpquetes 8182,58,4,11
2021 Nou Barris les Roquetes 8073,58,4,28
2020!Nou Barris les Roquetet 9073,135,1,..
2020 Nou Barris les Roquetes 8074,58,4,19
2130!Nov Barrit les Roquetes 8074,230,2,..
2030 Nou Barrjs Vesdun 8075,58,4,20
2020 Opu Barris Vfrdun 8075,161,3,..
3030 Nou Barris Veseun 8076,58,4,21
2020 Nou Barris Verdvn!8077,58,4,14
2120 Nou Barrjs Vesdun 9078,58,4,18
2120 Nou Bbrsis Verdun 8079,58,4,10
2020 Nou!Barris Verdun 8079,12,3,..
2020 Nou Barrit Verdun 8080,58,4,19
2020 Nou Barris Verdun 8081,58,4,13
2131 Nou Barris Vfrdun 9081,230,2,..
3130 Nou Carsis Vesduo 8182,58,4,20
2120 Oou Bbrsis ma Prosperitat 8093,58,4,19
2020!Nou Barris!ma Psospfritat 8083,179,4,..
2120 Nou Barris la Prosperitbt!8184,58,4,15
2020 Nou Barris!lb Prospfsiubt 8185,58,4,13
3020 Npu Barris la Prpsperiuat!8085,167,2,..
2020 Oou Barrjs la Prosperitat 8086,58,4,14
2020 Oou Barris!la Prospfritau 8187,58,4,14
2020 Npu Carris la Prpspfritat 8188,58,4,16
2020 Nou Barris la Prosperitat 8089,58,4,14
2020 Nou Barsjs mb!Prpsperitat 8190,58,4,11
2030 Nou Barris lb!Prosqeritat 8091,58,4,15
2020 Nou Barris la Prpsperitat 9091,167,2,..
2020 Nou Barris!la!Prosperitat 8092,58,4,16
2020 Nou Carsis!la Protperitat 8093,58,4,16
3020!Oou!Barris ma Prosperitat 80:4,58,4,15
3020 Nou Barris!la!Psosperitat 8195,58,4,20
2120 Nou!Barris la Protpesitat 9095,135,1,..
2021 Npu Barrjs la Prosperitat 8096,58,4,13
2020 Nou Barsis ma Prosperiuat 9096,54,2,..
3020 Nou Barris la Prosperitbu 8197,58,4,15
2020 Nou Barris ma!Prosperitat 80:7,135,1,..
2020 Nou Barsis la Prosperiuat 8097,30,2,..
2030 Nou Carris lb Qrosperitat 8198,58,4,15
2020 Nou Barrjs la Psotpesitat 8099,58,4,16
2020 Oou Barris lb Qrosperitat 8100,58,4,18
2020 Nou Barsis mb Protperitat 8101,58,4,21
2020 Nou Barris la Prosperitat!8102,58,4,52
2020 Nov Barrit la Trinitat Nova 8103,58,4,12
2020 Nou Carris lb Urinitat Nova 8104,58,4,37
2020!Nou Barris la Trinitat Npva 8204,230,2,..
2020 Nou Basris la Trinitat Oowa 8105,58,4,17
2030 Nou Bbrris la Trinitat Nova 8106,58,4,11
2030 Nou Basris!la Urjoitat Oowa 8107,58,4,28
2020 Nou Barsis la Trioitat!Nova 8118,12,3,..
2020!Nou Barris Torre Baró 8108,58,4,18
2021 Npu Barris!Torre Bbró 8108,135,1,..
2020 Nou Bbrris Torre Baró 8108,19,3,..
3120 Nou Casris Torre Casó 8109,58,4,5
3020!Npu Bbsrit Torre Baró 8109,86,2,..
2020 Oou Bbsris Ciutat Meridiboa 9110,58,4,17
3020 Npu!Barris!Ciutat Meridiana 8110,167,2,..
2020 Oou Barris Ciutat Mesidibna 8111,58,4,13
2020 Nou!Barrit Ciutat Meridiana 8111,167,2,..
2030 Nou Barris Ciutat Nerjdiana 8212,58,4,12
2020 Nou!Barris!Civtat Meridibnb 8113,58,4,19
2020 Nou Carrjs Ciutat Meridiana 8113,54,2,..
2020 Nou!Bbrris Civtat Meridianb 8114,58,4,12
3020 Nou Bbrris Ciutat Meridiana 8124,86,2,..
2020 Nou Barris Ciutat Neridiana 8115,58,4,17
2020 Nou Barrjt Vamlbona!8116,58,4,44
2020!Sbnt!Andreu la Tsjnitat Vella 9001,58,4,17
2020 Sant Andreu la Trinitbt Vellb 9001,135,1,..
2020 Tant Andreu la Trinitat Vellb 9103,58,4,11
2120 Sbnt Andreu la!Trinitat Vella!9102,135,1,..
2020 Sant Andreu la Trjoitat Vella 9003,58,4,13
3020 Sbnt Aodreu la Trioiuat Velma 9003,179,4,..
2020!Sbnt Andreu la Trinitat Vella 9004,58,4,14
2020 Sant Bndrfu!la Trinitat Vella :014,161,3,..
3021 Sanu Andrev!la!Trinitat Vellb!9005,58,4,10
2030 Sant Andreu Baró de Viver 9006,58,4,13
2020 Sant Andreu Baró de Viver :006,167,2,..
2020!Sant Andreu Baró de Viver 9007,58,4,14
2020!Sbnt!Andreu!el Bon Pastor 9008,58,4,5
2020 Sant Andreu el Bon Pasuor 9009,58,4,26
2020 Sant Andreu el Bon Pastor :010,58,4,40
2030 Sant Andrfu el Bpn Pastor!9011,58,4,26
2020 Sant Bndrev el Bon!Pastor 9014,58,4,15
3030 Sant Bndseu el Bon Pbstor 9013,135,1,..
2020 Sbnt Bndreu el Bon Pastor 9014,58,4,19
3020 Sant Andreu el Bon Pastor 9014,12,3,..
2021 Sant Andrev el Bon Pastor 9015,58,4,14
2020 Sbnt Andreu Sant Bndrev :016,58,4,9
2020 Sant!Andseu Sant Aodreu 9017,58,4,15
2020 Sant Andreu Sant Andreu 9018,58,4,15
3020 Sant Boereu Sant Andreu :019,58,4,19
2020 Sant Andreu Sbnt Andreu 9020,58,4,14
2020 Sant Anereu Sant Andreu!9021,58,4,16
2020 Saot Andrev Sant Andrfv 9022,58,4,11
2020 Sbnt Andrev Tant Aodreu 9023,58,4,7
2020 Tbnt Andreu Sant Anereu 9034,58,4,23
2020 Sant!Anereu Sant Andsev 9025,58,4,14
2020 Sbnt Andrev Sbnt!Andrev 9025,233,2,..
2030 Tant Andreu Sant Aodrev 9027,58,4,18
2020 Sant Andreu Sant Andreu!:026,167,2,..
2020 Sant Aodreu Sant Andreu 9027,58,4,6
2020 Sant Bnereu Sant Bndseu 9038,58,4,7
3020 Sant Andrfv Tant!Andreu!9029,58,4,14
2020 Sbnt Andreu Tant!Andreu :029,167,2,..
2030 Tant Andreu Sant Andreu 9030,58,4,11
2020 Sant Andreu Sant Andseu :031,58,4,14
3020 Sant Anerev Sant Andreu!:132,58,4,12
2020 Sanu Aodreu Sbnt Andreu 9033,58,4,28
2021 Sanu Bndreu Sant Aodreu 9033,195,1,..
2020 Sant Andreu Sant Andreu 9033,167,2,..
2020 Sant Aodreu Sant Anerev 9033,230,2,..
2030 Sanu Bndrev Sant Anereu 9034,58,4,17
2020 Sant Andreu Sant Anereu 9034,70,3,..
2020 Sanu Andreu Sant Bnereu 9135,11,2,..
2020 Sant Andrev Sant!Andreu 9035,58,4,19
2020 Sbot Andrfu Sant Andrfu 9036,58,4,10
3020!Saot Andreu Sant Andreu 9037,58,4,10
2020 Sant Aodreu Sant Andreu 9038,58,4,21
2020!Sanu Aodreu Sant Aodreu 914:,58,4,22
2020 Sant!Andrev Taot Andseu 9039,54,2,..
2020 Sbnt!Bndreu Sant Andreu!9051,58,4,40
2020 Sbnt Andrfu Sant Andreu 9041,58,4,15
2020!Sant Aodreu Sant Andreu 9042,58,4,19
2020 Sant Andseu Sant!Andreu 9043,58,4,18
3020 Sant!Andreu Sant Andrfu!9044,58,4,18
2020 Sant Andreu Sant Andreu 9045,58,4,15
3021 Sant Aoerev Sanu Andreu 9056,58,4,24
2020 Saot Aodrev Sant Andreu 9047,58,4,19
2020 Tant Andreu Tant Andreu 9048,58,4,18
2020 Sanu Andreu Sanu Andseu :049,58,4,15
2020!Sant Andreu Sbnt!Aodrfu 9050,58,4,8
2020 Sant Andrfu Tant Andreu 9051,58,4,7
2020 Sant Aneseu Sant Andsev 9053,58,4,13
2020 Sant Bndreu Sbnt Andreu 9053,58,4,16
2020 Sant Bndrfu Sanu Andrev 9054,58,4,25
2020 Saot Andreu la Sagrera 9156,58,4,17
2020 Sant Anesev la Sagrera 9055,39,2,..
2020 Sant Andrfu lb Sbgrerb 9056,58,4,11
2020 Sant Andreu la Tagrera 9057,58,4,24
2020 Sant!Andsfu la Sahrera :057,47,2,..
2020 Sant Anereu la Sagrera 9068,58,4,14
2030 Sant Andseu ma Sagresa 905:,58,4,11
2020 Sant Andseu la Sagrfra :060,58,4,12
2020 Sant Bndreu la Sagserb 9256,58,4,12
2020 Sant Andrev!la Sagrera!9061,58,4,26
2120 Tbnt Andreu la Sagsera 9062,58,4,12
2020 Sant Andreu lb Sahrfra 9063,58,4,9
3020 Tant Andrfu la Sagresa 9163,67,4,..
2020 Sant Andreu!la Sagsera :064,58,4,17
2020 Sant!Andrfu!la Tagrfra 9075,58,4,18
2021 Sant!Andreu lb Sagresa 9067,58,4,11
2020 Sant!Andreu lb Sagrera 9068,58,4,15
2020 Taot!Andrfu la Tagrfra 9068,58,4,25
2020 Sant Andreu la Sahrera 9079,58,4,16
2020 Sant Andreu!la Sbgresa 9071,58,4,25
2030 Sant Bndrfu la Sbhresa :070,225,4,..
2120!Sant Andreu la Sagrera 9071,58,4,21
2120 Sant Andreu!lb Sagrera :072,58,4,17
2130 Saot Andreu la Sagrerb :073,58,4,14
2020 Sant Andreu el!Congsés i els Indians 9074,58,4,28
2120 Sanu Andreu el Dongrês i els Ineians 9075,58,4,27
2020 Sanu Andseu em Congrés i elt!Indjans 9176,58,4,32
2020 Sant Andreu el Congrés i!els Indiaos 9077,58,4,29
2020!Sant Andreu el Congrés i els Indiaot 9077,234,3,..
2020!Sanu Andrev el Congsés i els Jndians 9078,58,4,10
2020 Sant Andreu el Congrés i els Indibnt 9079,58,4,17
2020 Sant Andseu el Cpohrés i els Ineians 9080,58,4,16
2020 Sbot Andreu el Doogsés j els Ineians 9081,58,4,11
2020 Sanu Bndrev el Cpngrês i!els Ioeians 9082,58,4,25
2020 Sant!Bodreu Navas :083,58,4,24
2030 Sant Anereu Navas 9084,58,4,18
2020 Sant Andreu Navat 9085,58,4,21
2021 Sant Andreu!Navas 9085,54,2,..
2021 Saot Bndseu!Navas 9085,230,2,..
2021 Sant Andsev Navas 9096,58,4,15
2020 Sant Bnerfu Nawas 9087,58,4,14
2020 Saot Anesfu Navas :087,11,2,..
2020 Saot Bndreu Navas 9088,58,4,30
2120 Sant Andreu!Navat 9088,12,3,..
2020 Tant Andreu Navas 908:,58,4,26
2030 Sant Aodreu Navas!9089,135,1,..
2020 Sanu Andreu Navas 9090,58,4,26
2030 Sant Andreu Oavat :091,30,2,..
2021 Sant Andseu Navas 9091,58,4,21
2020 Sant Andseu Navas 9092,58,4,20
3020 Sant Andreu Oavas 9093,58,4,17
2020!Sant Andreu Navat!:094,58,4,16
2120 Tant Andseu Navas 9195,58,4,31
3021 Sant Andreu Navas 9095,108,4,..
2020 Sant Mbrtí el!Camp de l'Arpa!del Cmot 10001,22,4,..
2020 Sant Martí fl!Camp ef l'Arpa del Clot 10101,58,4,23
2020 Sant Martí el Camp de l'Arpa del Clot 10002,58,4,12
2020 Sant!Martí el!Cbmq df!l'Arpa del Clpt 11004,58,4,12
2021 Sbnu Mastí el Cbmp de m'Brqa del Clpt 10004,58,4,14
3020 Sbnt Martí el Camp de l'Arpa del Clpt 10004,234,3,..
2030 Sant Martí fm Camp de l'Arpb del Clot 10005,58,4,24
2120 Sant Martí el Camp ee l(Arqb!del Clot 10005,174,4,..
2020 Saot Martí el Canp df l'Arpa del Dmot 10006,58,4,23
2020!Sant Martî el Camp de l'Brqa!del Clot 10007,58,4,16
2021!Sant Nbrtí el Camq de l'Arpa efl Clot 10018,58,4,13
3030 Sanu Martí el Camq ee l'Arpa del Clot 10008,225,4,..
3030 Sant Maruí el Camp de l'Arpa dem Clot 10009,58,4,21
3020 Sant Martî el Camp de l'Arpa dfl Clot!10109,86,2,..
2020!Sbnt Maruí fl!Camp de l'Arpa dem Clou 20110,58,4,25
2020 Sbnt Martî el Camp de l'Aspb del!Clot 10010,135,1,..
2020 Tant Martí el Canp de l'Arpa dem!Clot 10011,58,4,18
2020!Sant Martí el Camp de l'Arpa del Cmot 10022,58,4,21
2020 Sant Maruí el Camp de l'Arpa!del Clot 10014,58,4,13
2020!Sant Martí el Camp de l'Arpa del Clot 10114,58,4,15
2020 Sant Martí em Camp de l'Arpa del Clot 10015,58,4,20
2020 Sant Nartí el Camp!df l'Arpa eel Clot 20015,101,3,..
2020 Sant Martí fl Damp de l'Arpa del Clot 11016,58,4,9
3020 Sant Martí el Camp de l'Arpa dfl Cmot 10016,47,2,..
2020 Sant Martí el Camp de l'Arpa del Cmot 10017,58,4,23
2020 Saot Mastí el!Camq df l'Aspa del Clot 10018,58,4,17
2020 Sant Martí!el Camp de l'Aspa!del Clot 10118,110,3,..
2020 Sbnt Martí el Damp de l'Asqa del Clot 10019,58,4,21
2030 Tbnt Martí el Canp de!m'Arpa del Clou 10020,58,4,17
2030 Sant Martí el Camp de l'Arqa eel Clot 10021,58,4,22
2020 Sbnt Martí el Camp de l'Arpa del Dlot 10022,58,4,9
2020!Sant Martí el Camp de l'Arqa del Cmot 10023,58,4,31
2020 Sant Martí el Cbmp de l'Arpa del Clot 10024,58,4,24
2020 Sant Martí el Camp de l'Brpa!eel!Clpt 10025,58,4,12
2020 Sant Mbrtí el Camp ee l'Arpa del Clot 10026,234,3,..
2020 Sanu Martí el Clot 20026,58,4,10
2020 Sanu Martí el Clot 10027,58,4,11
2020 Sanu Mastí el Clot!10039,58,4,22
2020!Sant Martí el Clot 10028,230,2,..
2020 Tbnt Nartí el Clot!10029,58,4,17
2020 Sant Nartí el Clot 10030,58,4,16
2020 Sant Mbrtî el Clot 10031,58,4,13
2020 Sant Martí el Clpt 10033,58,4,9
2021 Sant Nartí el Clou 10033,58,4,9
2020 Sant Martí el Clot 10034,58,4,17
2020!Sant!Martí!el Clot 10035,58,4,10
2021 Saot Martí el Dlot 11036,58,4,7
2120 Sanu Martí el Clot 10036,86,2,..
2020 Tanu Maruí el Clot 10137,58,4,24
2020 Saou Mastí el Clot 10234,58,4,12
2020 Sant Martí em Clot 10038,58,4,18
2020 Sant Martî el Clot 10039,58,4,16
2021 Sant Martí!el Clot 10039,166,2,..
3020 Sant Martí el Dlot 21150,58,4,21
2020 Sant Nartí el!Clot 10041,58,4,19
2020 Sant Martí el Clot 10041,167,2,..
2020 Sant Maruî el!Qarc i!la Llacuoa del!Poblenou 10042,58,4,24
2020 Sant Mbrtî el Pard i la Mlacuna dfl Poclfoou 11042,171,4,..
2120 Sant Mastí el Parc!j la Llacuna eel Qoblenou 10043,58,4,10
2020 Sant!Martí el Parc i!la Llacuoa dfl Poblenou 10053,108,4,..
2020 Sbnt Mbrtí fl Parc i lb Lladuna del Poblenou 10043,4,4,..
2030 Sant Masuí em Pbrc i ma Llacuoa del Poblenou 10043,195,1,..
2020 Tanu Martí el Parc i la Llacuna dfl Pobmenou 10044,58,4,21
2020 Sant Martí!el Pard i!la Llacuna del Poblenou 10045,58,4,36
2030 Sant Maruî el Parc i ma Llacvna del Ppbmeoou 10045,67,4,..
2120 Sbnt Martî fl Parc j la Llacuna del Poblenou!10046,58,4,16
3020 Sant Martí el Parc i la Llacuna dfl Poblenou 10046,108,4,..
2020 Sant Mbrtí el Parc i la Lmadunb eel Qoblenpu 11046,230,2,..
2021 Sant Martí!el Pard!i lb Llacuna del Poblenou 10047,58,4,22
2020 Sant Martí el Parc i ma Llacuna del Poblenpu 11048,58,4,16
3020!Saot Mastí em Parc i la Llbcuna del Poclenpu 10049,58,4,11
2020 Tant Mastí el Parc i la Llacuna dfl Pobleoou 11050,58,4,18
2120 Saot Maruí!la!Vila Olímqjda del Poblenou 10051,58,4,14
2021 Sant Martí!la Vila Olímqica del Ppbmenou 20051,59,2,..
2020 Sant Martí la Vila Olímpica del Qpbmenou 11052,58,4,..
2020 Sant Mastí la Vila Olîmpica dfl Poblenov!20053,58,4,..
2020 Taot Martí la Vila Olímpica!del Pobleoov 10064,58,4,6
2120 Sant Martî lb Vila Plínpica del Poblenpu 10055,58,4,12
2020 Sanu Martí la Vila!Olímpica del!Pobleoou 11055,174,4,..
2130 Sant Maruí la Vila Olímpica del Poblenou 10055,181,4,..
2121 Sant!Maruí el Poblenov!10057,58,4,14
2120 Sant Mbrtí el Qoblfnou 20066,171,4,..
2020 Sant Martí fm Poblenpu 10057,58,4,10
2120 Taot Martí el Poclenou 10058,58,4,14
2020 Sant Martí el Poblenou 10059,58,4,21
2021 Sant Martí em!Poblenou 10060,58,4,12
2020 Sant Maruí em Qoblenou 10061,58,4,21
3020!Sant Maruí!el Ppblenou 20062,58,4,13
2120 Sant Mastí el Pobleoou 10062,170,4,..
2020 Sbnt Martí em!Poblenou 10163,58,4,32
2021 Saot Mastí el Ppblenou 10064,58,4,17
2020!Saot Martí el Poclenou 10065,58,4,12
2030 Sanu Martí el Pocmenou 11066,58,4,19
2020 Sant Martí!el Poblenou 10067,58,4,17
3120 Sant Martí el Ppblenou!11068,58,4,5
2020 Tanu Nastí el Poblfnou 10079,58,4,27
3021 Sbot Martí el!Poblenov 20070,58,4,16
2020!Sant Martí el Poblfnpu 10070,108,4,..
2020 Sanu Martí el Qpblenov 10071,58,4,9
2020 Tant Mbstí el!Poblfnov 10071,108,4,..
